,1,2,3,Adult,C,Child,Dead,Old,Q,S,Survived,Teen,Unknown,female,male,nan
46,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True
47,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True
48,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True
49,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False
50,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False
51,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
52,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False
53,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False
54,True,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False
55,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True
56,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False
57,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False
58,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False
59,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
60,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False
61,True,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False
62,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
63,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False
64,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True
65,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True
66,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False
67,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
68,False,False,True,False,False,False,False,False,False,True,True,True,False,True,False,False
69,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
70,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
71,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False
72,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
73,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False
74,False,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False
75,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
76,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True
77,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True
78,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True
79,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False
80,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
81,False,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False
82,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True
83,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
84,False,True,False,False,False,False,False,False,False,True,True,True,False,True,False,False
85,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False
86,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
87,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True
88,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False
89,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
90,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
91,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
92,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
93,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
94,False,False,True,False,False,False,True,True,False,True,False,False,False,False,True,False
95,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True
96,True,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False
97,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False
98,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False
99,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
100,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False
101,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True
102,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
103,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
104,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
105,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
106,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False
107,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,True
108,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
109,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True
110,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
111,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False
112,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
113,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False
114,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False
115,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
116,False,False,True,False,False,False,True,True,True,False,False,False,False,False,True,False
117,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
118,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False
119,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False
120,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
121,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True
122,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False
123,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False
124,True,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False
125,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False
126,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True
127,False,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False
128,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True
129,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
130,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False
131,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
132,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False
133,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False
134,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
135,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False
136,True,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False
137,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
138,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
139,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False
140,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True
141,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False
142,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False
143,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False
144,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False
145,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False
146,False,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False
147,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False
148,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
149,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
150,False,True,False,False,False,False,True,True,False,True,False,False,False,False,True,False
151,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False
152,False,False,True,False,False,False,True,True,False,True,False,False,False,False,True,False
153,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
154,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True
155,True,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False
156,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False
157,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
158,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True
159,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True
160,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
161,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False
162,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
163,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
164,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True
165,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False
166,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True
167,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False
168,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True
169,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
170,True,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False
171,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False
172,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True
173,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
174,True,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False
175,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
176,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True
177,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False
178,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
179,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
180,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True
181,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True
182,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False
183,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True
184,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False
185,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True
186,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True
187,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False
188,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False
189,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
190,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False
191,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False
192,False,False,True,False,False,False,False,False,False,True,True,True,False,True,False,False
193,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False
194,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False
195,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False
196,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True
197,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
198,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True
199,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False
200,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
201,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True
202,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
203,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False
204,False,False,True,False,False,False,False,False,False,True,True,True,False,False,True,False
205,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False
206,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
207,False,False,True,True,True,False,False,False,False,False,True,False,False,False,True,False
208,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False
209,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False
210,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
211,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False
212,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
213,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
214,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True
215,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False
216,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False
217,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
218,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False
219,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
220,False,False,True,False,False,False,False,False,False,True,True,True,False,False,True,False
221,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
222,False,False,True,False,False,False,True,True,False,True,False,False,False,False,True,False
223,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True
224,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False
225,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
226,False,True,False,False,False,False,False,False,False,True,True,True,False,False,True,False
227,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
228,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False
229,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True
230,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False
231,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
232,False,True,False,False,False,False,True,True,False,True,False,False,False,False,True,False
233,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False
234,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
235,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True
236,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
237,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False
238,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False
239,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
240,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True
241,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True
242,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
243,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
244,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False
245,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False
246,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False
247,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False
248,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False
249,False,True,False,False,False,False,True,True,False,True,False,False,False,False,True,False
250,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True
251,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False
252,True,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False
253,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
254,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False
255,False,False,True,True,True,False,False,False,False,False,True,False,False,True,False,False
256,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
257,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False
258,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False
259,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False
260,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True
261,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False
262,True,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False
263,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
264,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True
265,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
266,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
267,False,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False
268,True,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False
269,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False
270,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True
271,False,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False
272,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False
273,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False
274,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True
275,True,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False
276,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False
277,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True
278,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False
279,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False
280,False,False,True,False,False,False,True,True,True,False,False,False,False,False,True,False
281,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
282,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
283,False,False,True,False,False,False,False,False,False,True,True,True,False,False,True,False
284,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True
285,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False
286,False,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False
287,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
288,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False
289,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False
290,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False
291,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False
292,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False
293,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False
294,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
295,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True
296,False,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False
297,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False
298,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True
299,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False
300,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True
301,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True
302,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
303,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True
304,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True
305,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True
306,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
307,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False
308,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False
309,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False
310,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False
311,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False
312,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False
313,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
314,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
315,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False
316,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False
317,False,True,False,False,False,False,True,True,False,True,False,False,False,False,True,False
318,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False
319,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False
320,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
321,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
322,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False
323,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False
324,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True
325,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False
326,False,False,True,False,False,False,True,True,False,True,False,False,False,False,True,False
327,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False
328,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False
329,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False
330,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True
331,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
332,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
333,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
334,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True
335,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True
336,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
337,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False
338,False,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False
339,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False
340,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False
341,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False
342,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
343,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
344,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
345,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False
346,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False
347,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True
348,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False
349,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
350,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
351,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True
352,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False
353,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
354,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True
355,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
356,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False
357,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False
358,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True
359,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True
360,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
361,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False
362,False,False,True,True,True,False,True,False,False,False,False,False,False,True,False,False
363,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
364,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True
365,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
366,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False
367,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True
368,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True
369,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False
370,True,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False
371,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
372,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
373,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False
374,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False
375,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True
376,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False
377,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False
378,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False
379,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
380,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False
381,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True
382,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
383,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False
384,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True
385,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False
386,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True
387,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False
388,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True
389,False,True,False,False,True,False,False,False,False,False,True,True,False,True,False,False
390,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False
391,False,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False
392,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
393,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False
394,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False
395,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
396,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False
397,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
398,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
399,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False
400,False,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False
401,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
402,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False
403,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False
404,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False
405,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False
406,False,False,True,False,False,False,True,True,False,True,False,False,False,False,True,False
407,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False
